PublicationDate,PropertyNumber,County,LocalAuthority,Category,Uses,Address1,Address2,Address3,Address4,Address5,CarPark,ValuationReport__Level,ValuationReport__FloorUse,ValuationReport__Area,ValuationReport__NavPerM2,ValuationReport__Nav
17/09/2019,2179629,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",UNIT 10 (FLOOR 1)  BRAY SOUTH BUS PARK,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),205.44,66,13559.04
17/09/2019,2179747,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",LOCAL NO/MAP REF: 3/D/UNIT 12 FLR 1,BALLINACOR,TINAHELY,SHILLELAGH CO. WICKLOW,,0,1,OFFICE(S),43.07,70,3014.9
17/09/2019,2179748,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",LOCAL NO/MAP REF: 3/D/UNIT 13 FLR 1 & 2,BALLINACOR,TINAHELY,SHILLELAGH CO. WICKLOW,,0,1,OFFICE(S),35.77,70,2503.9
,,,,,,,,,,,,2,OFFICE(S),11.75,70,822.5
17/09/2019,2170823,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",2AB/UNIT 62 EGAN BUSINESS CENTRE DARGLE ROAD,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),30.72,90,2764.8
,,,,,,,,,,,,1,ALLOWANCE,-1,552,-552
17/09/2019,2170806,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",2AB/UNIT 49 EGAN BUSINESS CENTRE DARGLE ROAD,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),36.4,90,3276
,,,,,,,,,,,,1,ALLOWANCE,-1,654,-654
17/09/2019,2180598,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 1C/BLKA UNIT 1C FLR 0 BLESSINGTON BUS PK,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,0,OFFICE(S),95.19,60,5711.4
17/09/2019,2164339,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 1/A/UNIT 1,BALLYNATTIN,ARKLOW RURAL,RATHDRUM CO. WICKLOW,,0,0,OFFICE(S),2054.1,48,98596.8
,,,,,,,,,,,,1,OFFICE(S),784,48,37632
14/10/2021,2205433,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",63B3 (FF) CHURCH ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,1,OFFICE(S),12.1,90,1089
,,,,,,,,,,,,1,OFFICE(S),1,272.25,272.25
17/09/2019,2200886,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",162 (REAR) FERNHILL,ARKLOW,CO. WICKLOW,,,0,0,OFFICE(S),18.81,90,1692.9
,,,,,,,,,,,,1,OFFICE(S),60.21,63,3793.23
17/09/2019,2200967,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",21/UNIT 2 BEECHWOOD CLOSE,BRAY,CO. WICKLOW,,,2,1,OFFICE(S),78.81,63,4965.03
17/09/2019,2213401,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 1C / ARAN CENTRE UNIT 5B,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,1,OFFICE(S),51.58,60,3094.8
17/09/2019,2214180,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -","LOCAL NO/MAP REF: BLOCK 6, FLR 1",MERRYMEETING,WICKLOW RURAL,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),57.21,80,4576.8
17/09/2019,5012982,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",Smart Storage,"Unit 2 Block, Floors 1 & 2",Newtown Business Park & Enterprise Centre,Newtownmountkennedy,Co. Wicklow,0,1,OFFICE(S),176,80,14080
,,,,,,,,,,,,2,OFFICE(S),180,80,14400
17/09/2019,2109958,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",UNIT 52 SOUTHERN CROSS BUS PK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),88.95,72,6404.4
17/09/2019,2109960,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",UNIT 53 SOUTHERN CROSS BUS PK,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),93.58,72,6737.76
17/09/2019,625558,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OTHER), -",LOCAL NO/MAP REF: 291/A,DUNLAVIN UPPER,DUNLAVIN,BALTINGLASS 1 CO. WICKLOW,,0,0,STORE,37.31,60,2238.6
17/09/2019,1277403,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",3F/2 BOLLARNEY SOUTH,WICKLOW,CO. WICKLOW,,,0,1,OFFICE(S),44.68,63,2814.84
17/09/2019,2181113,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 5A/UNIT C 13 FLR 1,KILBRIDE,RATHDRUM CO. WICKLOW,,,0,0,OFFICE(S),40.66,66,2683.56
17/09/2019,2181120,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 5A/UNIT C1 FLR 0,KILBRIDE,RATHDRUM CO. WICKLOW,,,0,0,OFFICE(S),40.28,66,2658.48
17/09/2019,2194575,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), -",LEVEL 3 (PT) FERRYBANK,ARKLOW,CO. WICKLOW,,,0,3,OFFICE(S),164.38,90,14794.2
17/09/2019,5014928,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",7 Main Street,Blessington,Co. Wicklow,,,0,0,OFFICE(S),149.39,80,11951.2
17/09/2019,655473,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",1 FLORENCE TERRACE,BRAY,CO. WICKLOW,,,0,0,RECEPTION,14.27,120,1712.4
,,,,,,,,,,,,0,SURGERY,27.31,120,3277.2
17/09/2019,657845,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",56 HERBERT TERRACE,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),90.84,120,10900.8
,,,,,,,,,,,,1,OFFICE(S),90.84,84,7630.56
,,,,,,,,,,,,2,OFFICE(S),6.51,59,384.09
17/09/2019,649307,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 3,CARNEW,SHILLELAGH CO. WICKLOW,,,0,0,OFFICE(S),33.44,60,2006.4
17/09/2019,1277402,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",3F/1 BOLLARNEY SOUTH,WICKLOW,CO. WICKLOW,,,0,0,CLINIC,194.23,90,17480.7
,,,,,,,,,,,,1,CLINIC,52.66,63,3317.58
17/09/2019,2180978,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 5A/UNIT C5 FLR 0,KILBRIDE,RATHDRUM CO. WICKLOW,,,0,0,OFFICE(S),25.24,66,1665.84
17/09/2019,2181114,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 5A/UNIT C14 FLR 1,KILBRIDE,RATHDRUM CO. WICKLOW,,,0,0,OFFICE(S),34.88,66,2302.08
17/09/2019,2181664,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",LOCAL NO/MAP REF: 1A/ UNIT 2B(1),K/RUDDERY DEM E,KILMACANOGUE,RATHDOWN 2 CO. WICKLOW,,0,0,OFFICE(S),47.9,90,4311
17/09/2019,2190963,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",UNIT 12 FL 1 BROOMHALL BUSINESS PARK,RATHNEW,CO. WICKLOW,,,0,1,OFFICE(S),55.9,80,4472
17/09/2019,662737,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",5 CHURCH STREET,WICKLOW,CO. WICKLOW,,,0,-1,SURGERY,125.55,63,7909.65
21/01/2022,629954,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 17C 2B,KILLINCARRIG,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),40.59,84,3409.56
17/09/2019,2181072,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 6A/FLR 1,BALLYBEG,WICKLOW RURAL,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),104.01,60,6240.6
,,,,,,,,,,,,1,ALLOWANCE,-1,1248,-1248
17/09/2019,2181106,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE, -",LOCAL NO/MAP REF: 5A/UNIT C11 FLR 1,KILBRIDE,RATHDRUM CO. WICKLOW,,,0,0,OFFICE(S),39.6,66,2613.6
17/09/2019,2181663,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",LOCAL NO/MAP REF: 1A/ UNIT 1C(2),K/RUDDERY DEM E,KILMACANOGUE,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),71.13,63,4481.19
17/09/2019,2181665,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",LOCAL NO/MAP REF: 1A/ UNIT 2B(2),K/RUDDERY DEM E,KILMACANOGUE,RATHDOWN 2 CO. WICKLOW,,0,0,OFFICE(S),50.04,90,4503.6
17/09/2019,746163,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",55 CHURCH ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,0,OFFICE(S),13.8,120,1656
17/09/2019,2182106,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 21A/3(1),RATHDOWN LOWER,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),57.97,90,5217.3
17/09/2019,2190966,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",UNIT 15 BROOMHALL BUSINESS PARK,RATHNEW,CO. WICKLOW,,,0,1,OFFICE(S),55.9,80,4472
17/09/2019,2190964,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",UNIT 16 FL 1 BROOMHALL BUSINESS PARK,RATHNEW,CO. WICKLOW,,,0,1,OFFICE(S),67.2,80,5376
,,,,,,,,,,,,1,OFFICE(S),-3.35,80,-268
17/09/2019,2181660,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",LOCAL NO/MAP REF: 1A/ UNIT 1B(3),K/RUDDERY DEM E,KILMACANOGUE,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),17.45,63,1099.35
,,,,,,,,,,,,1,OFFICE(S),1,110,110
17/09/2019,2181662,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",LOCAL NO/MAP REF: 1A/ UNIT 1C(1),K/RUDDERY DEM E,KILMACANOGUE,RATHDOWN 2 CO. WICKLOW,,0,0,OFFICE(S),71.56,90,6440.4
17/09/2019,2179354,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",7A.8A/UNIT 11 TICKNOCK,ARKLOW,CO. WICKLOW,,,0,0,OFFICE(S),65.1,90,5859
17/09/2019,2189046,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",27B (FL -1) STRAND ROAD,BRAY,CO. WICKLOW,,,0,-1,OFFICE(S),44.18,84,3711.12
17/09/2019,2190969,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -","UNIT 18, FL 2 BROOMHALL BUSINESS PARK",RATHNEW,CO. WICKLOW,,,0,2,OFFICE(S),193.94,80,15515.2
17/09/2019,2190967,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",UNIT 17  FL 2 BROOMHALL BUSINESS PARK,RATHNEW,CO. WICKLOW,,,0,2,OFFICE(S),254.23,80,20338.4
,,,,,,,,,,,,2,OFFICE(S),-65.02,80,-5201.6
17/09/2019,2191537,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: UNIT G3 (A),BALLYCRONE,KILCOOLE,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),60.91,66,4020.06
17/09/2019,2200627,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",1 KIORA/1 THEATRE LANE,GREYSTONES/DELGANY,CO. WICKLOW,,,0,1,OFFICE(S),305.81,84,25688.04
17/09/2019,2200412,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 14 GROUND FLOOR PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),54.83,90,4934.7
17/09/2019,2200410,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 11 PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),67.62,90,6085.8
,,,,,,,,,,,,1,OFFICE(S),36.72,63,2313.36
17/09/2019,663684,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",11 HIGH STREET,WICKLOW,CO. WICKLOW,,,0,0,OFFICE(S),20.72,90,1864.8
,,,,,,,,,,,,1,OFFICE(S),23.2,63,1461.6
17/09/2019,2193878,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",3 Wentworth Place,Wicklow Town,Co Wicklow,,,0,0,OFFICE(S),129.25,90,11632.5
17/09/2019,911679,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 3D/5,RATHDOWN LOWER,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,1,RESTAURANT,237.37,110,26110.7
17/09/2019,2181661,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",LOCAL NO/MAP REF: 1A/ UNIT 1B(2),K/RUDDERY DEM E,KILMACANOGUE,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),30.64,63,1930.32
17/09/2019,2189045,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",12A PARNELL ROAD,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),81.99,120,9838.8
,,,,,,,,,,,,0,KITCHEN,7.74,120,928.8
,,,,,,,,,,,,1,OFFICE(S),82.47,84,6927.48
17/09/2019,2190968,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",UNIT 13 FL 1 BROOMHALL BUSINESS PARK,RATHNEW,CO. WICKLOW,,,0,1,OFFICE(S),67.2,80,5376
,,,,,,,,,,,,1,OFFICE(S),-3.35,80,-268
17/09/2019,2200413,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 14 FIRST FLOOR PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),28.16,63,1774.08
17/09/2019,2200411,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 12 GROUND FLOOR PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),59,90,5310
17/09/2019,2199643,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",BLOCK F/UNIT 28B FIRST FLOOR BULLFORD BUSINESS PARK,KILCOOLE,CO. WICKLOW,,,0,1,OFFICE(S),88.93,66,5869.38
17/09/2019,630343,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",31 ( () PT 1) TRAFALGAR ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,0,OFFICE(S),95.42,120,11450.4
,,,,,,,,,,,,1,OFFICE(S),21.36,84,1794.24
17/09/2019,5013613,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",Rear of 97 Main Street,Bray,Co Wicklow,,,0,0,OFFICE(S),14.86,120,1783.2
17/09/2019,5013695,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",12 Tinahask,Arklow,Co. Wicklow,,,0,0,OFFICE(S),59.16,90,5324.4
17/09/2019,2109854,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), RESTAURANT",UNIT 19 CASTLE ST SHOPPING CENTRE,BRAY,CO. WICKLOW,,,0,1,RESTAURANT,173.67,110,19103.7
,,,,,,,,,,,,1,ALLOWANCE,-1,3820,-3820
17/09/2019,2109954,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",UNIT 50 SOUTHERN CROSS BUS PK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),88.46,72,6369.12
17/09/2019,2187384,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",BLOCK B/ UNIT 9A BULLFORD BUSINESS PARK,KILCOOLE,CO. WICKLOW,,,0,0,OFFICE(S),118.61,66,7828.26
17/09/2019,651858,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",11 ST MARY'S ROAD,ARKLOW,CO. WICKLOW,,,0,0,OFFICE(S),47.35,90,4261.5
,,,,,,,,,,,,0,KITCHEN,14.79,90,1331.1
,,,,,,,,,,,,1,OFFICE(S),70.7,63,4454.1
17/09/2019,5016503,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",Lot no. (8B.10ABE),"Boghall Road,","Bray,",Co. Wicklow.,,0,0,OFFICE(S),586,56.4,33050.4
17/09/2019,911688,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",Bridge Street,Wicklow Town,Co. Wicklow,,,0,0,OFFICE(S),45.08,90,4057.2
,,,,,,,,,,,,1,OFFICE(S),84.39,63,5316.57
17/09/2019,2181117,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 5A/UNIT C17 FLR 1,KILBRIDE,RATHDRUM CO. WICKLOW,,,0,0,OFFICE(S),29.1,66,1920.6
17/09/2019,2181118,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 5A/UNIT C2 FLR 0,KILBRIDE,RATHDRUM CO. WICKLOW,,,0,0,OFFICE(S),25.24,66,1665.84
17/09/2019,2213289,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OTHER), -",LOCAL NO/MAP REF: 2GA3/1,MOUNT KENNEDY DEMESNE,NEWCASTLE UPPER,RATHDRUM CO. WICKLOW,,0,0,OFFICE(S),1000.02,90,90001.8
,,,,,,,,,,,,1,OFFICE(S),710.91,90,63981.9
,,,,,,,,,,,,-1,STORE,242.9,90,21861
,,,,,,,,,,,,0,STORE,80,90,7200
17/09/2019,2213257,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 1C/ ARAN CENTRE UNIT 6B,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,1,OFFICE(S),56.88,60,3412.8
17/09/2019,5010571,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",21/1 UNIT 3 THE SQUARE,ASHFORD,CO. WICKLOW,,,0,0,OFFICE(S),51.25,80,4100
17/09/2019,2213254,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 1C/ ARAN CENTRE UNIT 5 A,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,0,OFFICE(S),38.96,60,2337.6
17/09/2019,5010589,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), -",2nd FLOOR (PART)AVOCA RIVER HOUSE THE BRIDGEWATER CENTRE,NORTH QUAY,ARKLOW,CO. WICKLOW,Y14 V277,0,2,OFFICE(S),477.34,90,42960.6
17/09/2019,5012993,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",Main Street,Roundwood,Co. Wicklow,,,0,0,OFFICE(S),69.84,60,4190.4
17/09/2019,5013111,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), -",ORIFLAME BUILDING,IDA BUSINESS PARK,BRAY,CO WICKLOW,,0,1,OFFICE(S),328.29,120,39394.8
17/09/2019,5013561,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), -",Oriflame Building,Bray Business Park,Bray,Co. Wicklow,,0,0,OFFICE(S),184.14,120,22096.8
17/09/2019,5013648,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",39a Wexford Road,Arklow,Co. Wicklow,,,0,1,OFFICE(S),45.8,70,3206
17/09/2019,5013697,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",Stringers Lane,Arklow,Co. Wicklow,,,0,0,OFFICE(S),98.85,90,8896.5
17/09/2019,2200414,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 15 GROUND FLOOR PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),41.08,90,3697.2
17/09/2019,2202954,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -","LOCAL NO/MAP REF: UNIT 2, THE ENTERPRISE UNITS",BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,0,OFFICE(S),82.77,80,6621.6
,,,,,,,,,,,,1,OFFICE(S),84.15,56,4712.4
17/09/2019,2199539,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 9TO14/2,NEWTOWNMOUNTKENNEDY,NEWCASTLE UPPER,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),40.6,60,2436
17/09/2019,2202958,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",LOCAL NO/MAP REF: 1F/FIRST FLOOR UNIT 4,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,1,OFFICE(S),53.03,56,2969.68
,,,,,,,,,,,,2,OFFICE(S),64.49,40,2579.6
17/09/2019,2202654,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",49/1 MAIN STREET,BLESSINGTON,CO. WICKLOW,,,0,0,OFFICE(S),97.83,80,7826.4
,,,,,,,,,,,,0,OFFICE(S),-5.34,80,-427.2
,,,,,,,,,,,,1,OFFICE(S),106.44,56,5960.64
,,,,,,,,,,,,1,OFFICE(S),-11.67,56,-653.52
,,,,,,,,,,,,-1,OFFICE(S),93.3,56,5224.8
,,,,,,,,,,,,-1,OFFICE(S),-8.67,56,-485.52
17/09/2019,657847,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",58 HERBERT TERRACE,BRAY,CO. WICKLOW,,,0,0,SURGERY,75.15,120,9018
17/09/2019,5017913,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",66 QUINSBOROUGH ROAD,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),10.5,120,1260
,,,,,,,,,,,,1,OFFICE(S),41.8,90,3762
,,,,,,,,,,,,2,OFFICE(S),18.72,63,1179.36
,,,,,,,,,,,,3,OFFICE(S),16.58,44,729.52
17/09/2019,5018563,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -","3 (FL2pt,3pt) MARKET SQUARE",WICKLOW,CO. WICKLOW,,,0,2,OFFICE(S),23.56,49,1154.44
,,,,,,,,,,,,3,OFFICE(S),13.36,34,454.24
17/09/2019,625734,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 73 74A (1),DUNLAVIN UPPER,DUNLAVIN,BALTINGLASS 1 CO. WICKLOW,,0,1,OFFICE(S),168.74,42,7087.08
17/09/2019,627238,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",5/B MAIN STREET,BLESSINGTON,CO. WICKLOW,,,0,0,OFFICE(S),52.3,80,4184
17/09/2019,2181181,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 3A/1,BALLYKNOCKAN MORE,GLENEALY,RATHDRUM CO. WICKLOW,,0,0,OFFICE(S),76.66,50,3833
17/09/2019,2189042,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",12C (FL 2) PRINCE OF WALES TERRACE,BRAY,CO. WICKLOW,,,0,2,OFFICE(S),65.38,59,3857.42
17/09/2019,2191509,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",19A CHURCH ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,-1,STORE,5.14,84,431.76
,,,,,,,,,,,,0,OFFICE(S),18.4,120,2208
,,,,,,,,,,,,1,OFFICE(S),23.43,84,1968.12
17/09/2019,2200406,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 8 GROUND FLOOR PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),60.74,90,5466.6
17/09/2019,2200408,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 9 PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),91.69,90,8252.1
,,,,,,,,,,,,1,OFFICE(S),19.26,63,1213.38
